timestamp,stock_code,stock_name,lynx_score,lynx_valid,mindlynx_score,tradingagent_score,fusion_score,final_signal,position_advice
2026-05-30 14:33:30,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 14:33:30,000000,测试0,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:33:30,000001,测试1,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:33:30,000002,测试2,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:11,601801,皖新传媒,0.576,True,0.600,0.900,0.682,strong_bullish,2-3成
2026-05-30 14:34:11,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 14:34:11,600372,中航机载,0.330,True,0.000,0.500,0.265,weak_bullish,0.5-1成
2026-05-30 14:34:11,000592,平潭发展,0.560,True,-0.600,0.900,-0.205,weak_bearish,减仓至0.5成以内
2026-05-30 14:34:11,000592,平潭发展,0.640,True,-0.600,0.900,-0.187,weak_bearish,减仓至0.5成以内
2026-05-30 14:34:11,601801,皖新传媒,0.240,True,0.600,0.900,0.564,strong_bullish,2-3成
2026-05-30 14:34:11,000000,测试,0.160,True,0.000,0.000,0.056,neutral,0成
2026-05-30 14:34:11,601801,皖新传媒,0.576,True,0.600,0.900,0.682,strong_bullish,2-3成
2026-05-30 14:34:11,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 14:34:11,000000,测试0,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:11,000001,测试1,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:11,000002,测试2,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:11,601801,皖新传媒,0.600,True,0.600,0.900,0.690,strong_bullish,2-3成
2026-05-30 14:34:21,601801,皖新传媒,0.576,True,0.600,0.900,0.682,strong_bullish,2-3成
2026-05-30 14:34:21,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 14:34:21,600372,中航机载,0.330,True,0.000,0.500,0.265,weak_bullish,0.5-1成
2026-05-30 14:34:21,000592,平潭发展,0.560,True,-0.600,0.900,-0.205,weak_bearish,减仓至0.5成以内
2026-05-30 14:34:21,000592,平潭发展,0.640,True,-0.600,0.900,-0.187,weak_bearish,减仓至0.5成以内
2026-05-30 14:34:21,601801,皖新传媒,0.240,True,0.600,0.900,0.564,strong_bullish,2-3成
2026-05-30 14:34:21,000000,测试,0.160,True,0.000,0.000,0.056,neutral,0成
2026-05-30 14:34:21,601801,皖新传媒,0.576,True,0.600,0.900,0.682,strong_bullish,2-3成
2026-05-30 14:34:21,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 14:34:21,000000,测试0,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:21,000001,测试1,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:21,000002,测试2,0.560,True,0.600,0.900,0.676,strong_bullish,2-3成
2026-05-30 14:34:21,601801,皖新传媒,0.600,True,0.600,0.900,0.690,strong_bullish,2-3成
2026-05-30 14:43:21,001390,古麒绒材,0.581,True,0.000,-0.500,-0.166,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,300652,雷迪克,-0.610,True,0.000,0.500,-0.436,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,600372,中航机载,0.312,True,0.600,-0.900,-0.296,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,605368,蓝天燃气,0.000,True,-0.600,-0.500,-0.342,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,000592,平潭发展,-0.604,True,0.000,0.900,-0.490,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,603189,*ST网达,0.000,True,0.000,0.900,0.189,neutral,0成
2026-05-30 14:43:21,603557,*ST起步,-0.596,True,0.600,-0.500,-0.480,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,688202,美迪西,-0.581,True,-0.600,-0.900,-0.655,strong_bearish,清仓
2026-05-30 14:43:21,601801,皖新传媒,0.546,True,-0.600,0.000,-0.334,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:21,300676,华大基因,0.000,True,-0.600,0.900,-0.487,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,001390,古麒绒材,0.676,True,0.600,0.900,0.717,strong_bullish,2-3成
2026-05-30 14:43:33,300652,雷迪克,0.342,True,0.000,0.000,0.120,neutral,0成
2026-05-30 14:43:33,600372,中航机载,0.574,True,0.000,-0.500,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,605368,蓝天燃气,-0.524,True,0.000,0.000,-0.183,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,000592,平潭发展,-0.176,True,0.600,0.900,0.118,neutral,0成
2026-05-30 14:43:33,603189,*ST网达,0.327,True,0.000,-0.500,-0.240,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,603557,*ST起步,-0.623,True,0.000,0.000,-0.218,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,688202,美迪西,0.559,True,-0.600,-0.500,-0.525,strong_bearish,清仓
2026-05-30 14:43:33,601801,皖新传媒,-0.597,True,0.600,0.000,-0.329,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:33,300676,华大基因,0.000,True,0.600,0.500,0.360,weak_bullish,0.5-1成
2026-05-30 14:43:42,001390,古麒绒材,-0.633,True,0.000,0.900,-0.401,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:42,300652,雷迪克,-0.180,True,0.600,0.000,-0.051,neutral,0成
2026-05-30 14:43:42,600372,中航机载,0.337,True,0.000,0.500,0.268,weak_bullish,0.5-1成
2026-05-30 14:43:42,605368,蓝天燃气,-0.541,True,0.000,-0.900,-0.459,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:42,000592,平潭发展,0.000,True,0.000,0.000,0.000,neutral,0成
2026-05-30 14:43:42,603189,*ST网达,0.664,True,-0.600,0.000,-0.331,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:42,603557,*ST起步,0.539,True,0.000,0.000,0.189,neutral,0成
2026-05-30 14:43:42,688202,美迪西,0.580,True,0.600,0.500,0.563,strong_bullish,2-3成
2026-05-30 14:43:42,601801,皖新传媒,-0.181,True,-0.600,0.000,-0.273,weak_bearish,减仓至0.5成以内
2026-05-30 14:43:42,300676,华大基因,0.304,True,0.600,0.500,0.466,weak_bullish,0.5-1成
2026-05-30 14:51:14,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 14:51:14,300652,雷迪克,-0.581,True,0.000,0.000,-0.229,weak_bearish,减仓至0.5成以内
2026-05-30 14:51:14,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:51:14,605368,蓝天燃气,-0.183,True,0.000,0.000,-0.072,neutral,0成
2026-05-30 14:51:14,000592,平潭发展,-0.169,True,0.000,0.000,-0.067,neutral,0成
2026-05-30 14:51:14,603189,*ST网达,0.000,True,0.000,0.000,0.000,neutral,0成
2026-05-30 14:51:14,603557,*ST起步,0.000,True,0.000,0.000,0.000,neutral,0成
2026-05-30 14:51:14,688202,美迪西,-0.586,True,0.000,0.000,-0.232,weak_bearish,减仓至0.5成以内
2026-05-30 14:51:14,601801,皖新传媒,-0.191,True,0.000,0.000,-0.075,neutral,0成
2026-05-30 14:51:14,300676,华大基因,-0.178,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:52:18,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 14:52:18,300652,雷迪克,-0.581,True,0.000,0.000,-0.229,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:18,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:52:18,605368,蓝天燃气,-0.183,True,0.000,0.000,-0.072,neutral,0成
2026-05-30 14:52:18,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:18,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:18,603557,*ST起步,0.000,True,0.000,0.000,0.000,neutral,0成
2026-05-30 14:52:18,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:18,601801,皖新传媒,-0.191,True,0.300,0.000,-0.044,neutral,0成
2026-05-30 14:52:18,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,001390,古麒绒材,0.622,True,-0.600,0.500,-0.268,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,300652,雷迪克,0.546,True,0.000,-0.900,-0.395,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,600372,中航机载,-0.632,True,-0.600,-0.900,-0.676,strong_bearish,清仓
2026-05-30 14:52:24,605368,蓝天燃气,0.341,True,0.000,-0.500,-0.179,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,000592,平潭发展,0.353,True,-0.600,0.000,-0.347,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,603189,*ST网达,0.567,True,0.000,0.000,0.224,weak_bullish,0.5-1成
2026-05-30 14:52:24,603557,*ST起步,-0.173,True,0.600,-0.900,-0.456,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,688202,美迪西,-0.555,True,0.000,0.000,-0.219,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,601801,皖新传媒,0.678,True,-0.600,0.000,-0.328,weak_bearish,减仓至0.5成以内
2026-05-30 14:52:24,300676,华大基因,0.315,True,0.600,-0.500,-0.055,neutral,0成
2026-05-30 14:54:00,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 14:54:00,300652,雷迪克,-0.581,True,0.000,0.000,-0.229,weak_bearish,减仓至0.5成以内
2026-05-30 14:54:00,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:54:00,605368,蓝天燃气,-0.183,True,0.000,0.000,-0.072,neutral,0成
2026-05-30 14:54:00,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 14:54:00,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 14:54:00,603557,*ST起步,0.000,True,0.000,0.000,0.000,neutral,0成
2026-05-30 14:54:00,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 14:54:00,601801,皖新传媒,-0.191,True,0.300,0.000,-0.044,neutral,0成
2026-05-30 14:54:00,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 14:55:33,300652,雷迪克,-0.581,True,0.000,-0.500,-0.334,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:55:33,605368,蓝天燃气,-0.183,True,0.000,-0.500,-0.177,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,603557,*ST起步,0.000,True,0.000,-0.500,-0.105,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,601801,皖新传媒,-0.191,True,0.300,-0.500,-0.257,weak_bearish,减仓至0.5成以内
2026-05-30 14:55:33,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 14:56:41,300652,雷迪克,-0.581,True,0.000,-0.500,-0.334,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 14:56:41,605368,蓝天燃气,-0.183,True,0.000,-0.500,-0.177,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,603557,*ST起步,0.000,True,0.000,-0.500,-0.105,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,601801,皖新传媒,-0.191,True,0.300,-0.500,-0.257,weak_bearish,减仓至0.5成以内
2026-05-30 14:56:41,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 15:00:26,300652,雷迪克,-0.581,True,0.000,-0.500,-0.334,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 15:00:26,605368,蓝天燃气,-0.183,True,0.000,-0.500,-0.177,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,603557,*ST起步,0.000,True,0.000,-0.500,-0.105,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,601801,皖新传媒,-0.191,True,0.300,-0.500,-0.257,weak_bearish,减仓至0.5成以内
2026-05-30 15:00:26,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,001390,古麒绒材,0.317,True,0.000,0.000,0.125,neutral,0成
2026-05-30 15:03:41,300652,雷迪克,-0.581,True,0.000,-0.500,-0.334,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,600372,中航机载,-0.179,True,0.000,0.000,-0.071,neutral,0成
2026-05-30 15:03:41,605368,蓝天燃气,-0.183,True,0.000,-0.500,-0.177,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,000592,平潭发展,-0.169,True,-0.200,0.000,-0.146,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,603189,*ST网达,0.000,True,-0.600,0.000,-0.237,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,603557,*ST起步,0.000,True,0.000,-0.500,-0.105,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,688202,美迪西,-0.586,True,-0.200,0.000,-0.311,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,601801,皖新传媒,-0.191,True,0.300,-0.500,-0.257,weak_bearish,减仓至0.5成以内
2026-05-30 15:03:41,300676,华大基因,-0.178,True,-0.200,0.000,-0.150,weak_bearish,减仓至0.5成以内
2026-05-30 15:11:23,601801,皖新传媒,0.576,True,0.600,0.900,0.682,strong_bullish,2-3成
2026-05-30 15:11:23,603189,*ST网达,-0.600,True,-0.600,-0.900,-0.690,strong_bearish,清仓
2026-05-30 15:11:23,600372,中航机载,0.330,True,0.000,0.500,0.265,weak_bullish,0.5-1成
2026-05-30 15:11:23,000592,平潭发展,0.560,True,-0.600,0.900,-0.205,weak_bearish,减仓至0.5成以内
